year,yday,tmax (deg c),tmin (deg c),fips_code,lat,lon
2020,85,10.47,5.35,0200065,51.86824597700007,-176.64029588199998
2020,86,7.09,6.28,0200065,51.86824597700007,-176.64029588199998
2020,87,7.59,6.13,0200065,51.86824597700007,-176.64029588199998
2020,88,3.29,3.29,0200065,51.86824597700007,-176.64029588199998
2020,89,11.66,5.7,0200065,51.86824597700007,-176.64029588199998
2020,90,12.92,10,0200065,51.86824597700007,-176.64029588199998
2020,91,7.43,6.24,0200065,51.86824597700007,-176.64029588199998
2020,92,5.25,0.07,0200065,51.86824597700007,-176.64029588199998
2020,93,10.1,6.97,0200065,51.86824597700007,-176.64029588199998
2020,94,10.93,5.04,0200065,51.86824597700007,-176.64029588199998
2020,95,6.85,3.89,0200065,51.86824597700007,-176.64029588199998
2020,96,10,5.76,0200065,51.86824597700007,-176.64029588199998
2020,97,5.96,2.45,0200065,51.86824597700007,-176.64029588199998
2020,98,8,-0.81,0200065,51.86824597700007,-176.64029588199998
2020,99,10.58,10.58,0200065,51.86824597700007,-176.64029588199998
2020,100,8.73,8.73,0200065,51.86824597700007,-176.64029588199998
2020,101,6.7,6.7,0200065,51.86824597700007,-176.64029588199998
2020,102,5.33,4.51,0200065,51.86824597700007,-176.64029588199998
2020,103,8.55,-2.94,0200065,51.86824597700007,-176.64029588199998
2020,104,2.13,-1.88,0200065,51.86824597700007,-176.64029588199998
2020,105,9.92,1.42,0200065,51.86824597700007,-176.64029588199998
2020,106,7.79,1.18,0200065,51.86824597700007,-176.64029588199998
2020,107,5.44,4.71,0200065,51.86824597700007,-176.64029588199998
2020,108,7.55,3.24,0200065,51.86824597700007,-176.64029588199998
2020,109,5.09,3.34,0200065,51.86824597700007,-176.64029588199998
2020,110,7.05,2.88,0200065,51.86824597700007,-176.64029588199998
2020,111,3.35,1.86,0200065,51.86824597700007,-176.64029588199998
2020,112,1.95,1.4,0200065,51.86824597700007,-176.64029588199998
2020,113,0.07,0.07,0200065,51.86824597700007,-176.64029588199998
2020,114,-2.6,-2.6,0200065,51.86824597700007,-176.64029588199998
2020,115,2.11,-0.27,0200065,51.86824597700007,-176.64029588199998
2020,116,5.16,3.59,0200065,51.86824597700007,-176.64029588199998
2020,117,1.78,1.15,0200065,51.86824597700007,-176.64029588199998
2020,118,0.9,0.9,0200065,51.86824597700007,-176.64029588199998
2020,119,4.14,3.34,0200065,51.86824597700007,-176.64029588199998
2020,120,6.12,6.12,0200065,51.86824597700007,-176.64029588199998
2020,121,3.96,3.96,0200065,51.86824597700007,-176.64029588199998
2020,122,7.28,-0.43,0200065,51.86824597700007,-176.64029588199998
2020,123,-0.07,-0.07,0200065,51.86824597700007,-176.64029588199998
2020,124,-0.5,-0.5,0200065,51.86824597700007,-176.64029588199998
2020,125,-3.13,-3.13,0200065,51.86824597700007,-176.64029588199998
2020,126,-5.47,-5.47,0200065,51.86824597700007,-176.64029588199998
2020,127,-1.72,-6.86,0200065,51.86824597700007,-176.64029588199998
2020,128,-0.95,-0.95,0200065,51.86824597700007,-176.64029588199998
2020,129,4.25,-5.8,0200065,51.86824597700007,-176.64029588199998
2020,130,2.21,2.21,0200065,51.86824597700007,-176.64029588199998
2020,131,2.94,-2.69,0200065,51.86824597700007,-176.64029588199998
2020,132,5.66,0.79,0200065,51.86824597700007,-176.64029588199998
2020,133,7.84,4.01,0200065,51.86824597700007,-176.64029588199998
2020,134,5.07,5.07,0200065,51.86824597700007,-176.64029588199998
2020,135,8.06,2.88,0200065,51.86824597700007,-176.64029588199998
2020,136,3.94,-0.61,0200065,51.86824597700007,-176.64029588199998
2020,137,5.11,5.11,0200065,51.86824597700007,-176.64029588199998
2020,138,2.75,2.75,0200065,51.86824597700007,-176.64029588199998
2020,139,7.4,4.03,0200065,51.86824597700007,-176.64029588199998
2020,140,5.37,2.65,0200065,51.86824597700007,-176.64029588199998
2020,141,7.02,7.02,0200065,51.86824597700007,-176.64029588199998
2020,142,5.17,4.07,0200065,51.86824597700007,-176.64029588199998
2020,143,5.95,2.49,0200065,51.86824597700007,-176.64029588199998
2020,144,4.95,-0.78,0200065,51.86824597700007,-176.64029588199998
2020,145,2.35,2.35,0200065,51.86824597700007,-176.64029588199998
2020,146,3.8,3.13,0200065,51.86824597700007,-176.64029588199998
2020,147,5.92,5.34,0200065,51.86824597700007,-176.64029588199998
2020,148,6.24,0.5,0200065,51.86824597700007,-176.64029588199998
2020,149,7.81,7.81,0200065,51.86824597700007,-176.64029588199998
2020,150,3.18,3.18,0200065,51.86824597700007,-176.64029588199998
2020,151,0.9,0.9,0200065,51.86824597700007,-176.64029588199998
2020,152,4.05,4.05,0200065,51.86824597700007,-176.64029588199998
2020,153,5.78,4.39,0200065,51.86824597700007,-176.64029588199998
2020,154,10.58,2.83,0200065,51.86824597700007,-176.64029588199998
2020,155,7.52,1.22,0200065,51.86824597700007,-176.64029588199998
2020,156,9.41,2.28,0200065,51.86824597700007,-176.64029588199998
2020,157,8.79,5.79,0200065,51.86824597700007,-176.64029588199998
2020,158,5.58,5.58,0200065,51.86824597700007,-176.64029588199998
2020,159,4.54,4.54,0200065,51.86824597700007,-176.64029588199998
2020,160,3.73,3.73,0200065,51.86824597700007,-176.64029588199998
2020,161,6.2,2.58,0200065,51.86824597700007,-176.64029588199998
2020,162,4.79,1.99,0200065,51.86824597700007,-176.64029588199998
2020,163,8.29,8.29,0200065,51.86824597700007,-176.64029588199998
2020,164,6.68,6.68,0200065,51.86824597700007,-176.64029588199998
2020,165,4.47,4.47,0200065,51.86824597700007,-176.64029588199998
2020,166,6.89,5.75,0200065,51.86824597700007,-176.64029588199998
2020,167,5.39,4.92,0200065,51.86824597700007,-176.64029588199998
2020,168,4.75,4.75,0200065,51.86824597700007,-176.64029588199998
2020,169,2.83,2.83,0200065,51.86824597700007,-176.64029588199998
2020,170,8.01,5.37,0200065,51.86824597700007,-176.64029588199998
2020,171,9.6,1.26,0200065,51.86824597700007,-176.64029588199998
2020,172,13.17,4.38,0200065,51.86824597700007,-176.64029588199998
2020,173,11.77,6.91,0200065,51.86824597700007,-176.64029588199998
2020,174,11.61,3.73,0200065,51.86824597700007,-176.64029588199998
2020,175,9.09,7.66,0200065,51.86824597700007,-176.64029588199998
2020,176,9.06,8.67,0200065,51.86824597700007,-176.64029588199998
2020,177,7.8,7.8,0200065,51.86824597700007,-176.64029588199998
2020,178,9.98,9.15,0200065,51.86824597700007,-176.64029588199998
2020,179,11.95,8.67,0200065,51.86824597700007,-176.64029588199998
2020,180,10.69,7.5,0200065,51.86824597700007,-176.64029588199998
2020,181,8.83,6.62,0200065,51.86824597700007,-176.64029588199998
2020,182,8.56,8.56,0200065,51.86824597700007,-176.64029588199998
2020,183,10.38,9.43,0200065,51.86824597700007,-176.64029588199998
2020,184,9.73,9.44,0200065,51.86824597700007,-176.64029588199998
2020,185,17.41,7.91,0200065,51.86824597700007,-176.64029588199998
2020,186,7.84,7.84,0200065,51.86824597700007,-176.64029588199998
2020,187,7.16,3.52,0200065,51.86824597700007,-176.64029588199998
2020,188,8.19,6.76,0200065,51.86824597700007,-176.64029588199998
2020,189,7.27,6.08,0200065,51.86824597700007,-176.64029588199998
2020,190,11.12,6.76,0200065,51.86824597700007,-176.64029588199998
2020,191,6.88,5.65,0200065,51.86824597700007,-176.64029588199998
2020,192,3.77,3.77,0200065,51.86824597700007,-176.64029588199998
2020,193,3.95,3.95,0200065,51.86824597700007,-176.64029588199998
2020,194,5.76,5.76,0200065,51.86824597700007,-176.64029588199998
2020,195,3.16,3.16,0200065,51.86824597700007,-176.64029588199998
2020,196,8.71,8.71,0200065,51.86824597700007,-176.64029588199998
2020,197,9.19,9.19,0200065,51.86824597700007,-176.64029588199998
2020,198,8.91,8.91,0200065,51.86824597700007,-176.64029588199998
2020,199,6.91,6.91,0200065,51.86824597700007,-176.64029588199998
2020,200,7.5,5.99,0200065,51.86824597700007,-176.64029588199998
2020,201,9.95,7.91,0200065,51.86824597700007,-176.64029588199998
2020,202,9.15,7.45,0200065,51.86824597700007,-176.64029588199998
2020,203,10.78,9.68,0200065,51.86824597700007,-176.64029588199998
2020,204,10.79,10.79,0200065,51.86824597700007,-176.64029588199998
2020,205,12.24,12.24,0200065,51.86824597700007,-176.64029588199998
2020,206,12.94,7.29,0200065,51.86824597700007,-176.64029588199998
2020,207,11.52,8.51,0200065,51.86824597700007,-176.64029588199998
2020,208,9.01,8.09,0200065,51.86824597700007,-176.64029588199998
2020,209,11.26,11.26,0200065,51.86824597700007,-176.64029588199998
2020,210,10.8,10.5,0200065,51.86824597700007,-176.64029588199998
2020,211,10.25,10.25,0200065,51.86824597700007,-176.64029588199998
2020,212,10.81,8.94,0200065,51.86824597700007,-176.64029588199998
2020,213,8.86,7.81,0200065,51.86824597700007,-176.64029588199998
2020,214,9.16,4.61,0200065,51.86824597700007,-176.64029588199998
2020,215,8.91,8.91,0200065,51.86824597700007,-176.64029588199998
2020,216,13.22,10.9,0200065,51.86824597700007,-176.64029588199998
2020,217,9.23,9.23,0200065,51.86824597700007,-176.64029588199998
2020,218,10,10,0200065,51.86824597700007,-176.64029588199998
2020,219,10.48,7.34,0200065,51.86824597700007,-176.64029588199998
2020,220,11.63,7.03,0200065,51.86824597700007,-176.64029588199998
2020,221,10.26,10.26,0200065,51.86824597700007,-176.64029588199998
2020,222,12.07,7.97,0200065,51.86824597700007,-176.64029588199998
2020,223,9.11,5.59,0200065,51.86824597700007,-176.64029588199998
2020,224,11.36,11.36,0200065,51.86824597700007,-176.64029588199998
2020,225,12.02,12.02,0200065,51.86824597700007,-176.64029588199998
2020,226,12.74,12.74,0200065,51.86824597700007,-176.64029588199998
2020,227,13.11,9.65,0200065,51.86824597700007,-176.64029588199998
2020,228,10.03,3.28,0200065,51.86824597700007,-176.64029588199998
2020,229,8.81,8.81,0200065,51.86824597700007,-176.64029588199998
2020,230,8.78,8.78,0200065,51.86824597700007,-176.64029588199998
2020,231,10.22,10.22,0200065,51.86824597700007,-176.64029588199998
2020,232,12.79,8.73,0200065,51.86824597700007,-176.64029588199998
2020,233,10.65,6.21,0200065,51.86824597700007,-176.64029588199998
2020,234,8.75,8.75,0200065,51.86824597700007,-176.64029588199998
2020,235,9.48,7.83,0200065,51.86824597700007,-176.64029588199998
2020,236,12.97,9.01,0200065,51.86824597700007,-176.64029588199998
2020,237,9.56,8.92,0200065,51.86824597700007,-176.64029588199998
2020,238,9.1,9.1,0200065,51.86824597700007,-176.64029588199998
2020,239,11.19,8.12,0200065,51.86824597700007,-176.64029588199998
2020,240,11.09,7.86,0200065,51.86824597700007,-176.64029588199998
2020,241,11.42,11.42,0200065,51.86824597700007,-176.64029588199998
2020,242,11.01,11.01,0200065,51.86824597700007,-176.64029588199998
2020,243,11.42,9.73,0200065,51.86824597700007,-176.64029588199998
2020,244,9.51,9.33,0200065,51.86824597700007,-176.64029588199998
2020,245,10.07,4.09,0200065,51.86824597700007,-176.64029588199998
2020,246,11.85,4.72,0200065,51.86824597700007,-176.64029588199998
2020,247,12.53,8.16,0200065,51.86824597700007,-176.64029588199998
2020,248,12.23,12.23,0200065,51.86824597700007,-176.64029588199998
2020,249,12.96,12.96,0200065,51.86824597700007,-176.64029588199998
2020,250,9.37,9.37,0200065,51.86824597700007,-176.64029588199998
2020,251,8.29,8.29,0200065,51.86824597700007,-176.64029588199998
2020,252,9.41,1.37,0200065,51.86824597700007,-176.64029588199998
2020,253,10.35,4.6,0200065,51.86824597700007,-176.64029588199998
2020,254,7.89,7.89,0200065,51.86824597700007,-176.64029588199998
2020,255,7.03,6.24,0200065,51.86824597700007,-176.64029588199998
2020,256,9.64,9.64,0200065,51.86824597700007,-176.64029588199998
2020,257,10.74,10.74,0200065,51.86824597700007,-176.64029588199998
2020,258,9.73,9.73,0200065,51.86824597700007,-176.64029588199998
2020,259,9.96,9,0200065,51.86824597700007,-176.64029588199998
2020,260,10.49,6.99,0200065,51.86824597700007,-176.64029588199998
2020,261,11,8.03,0200065,51.86824597700007,-176.64029588199998
2020,262,11.62,4.78,0200065,51.86824597700007,-176.64029588199998
2020,263,11.76,4.22,0200065,51.86824597700007,-176.64029588199998
2020,264,11.38,11.38,0200065,51.86824597700007,-176.64029588199998
2020,265,10.27,8.42,0200065,51.86824597700007,-176.64029588199998
2020,266,8.37,8.37,0200065,51.86824597700007,-176.64029588199998
2020,267,8.74,7.17,0200065,51.86824597700007,-176.64029588199998
2020,268,8.71,3.69,0200065,51.86824597700007,-176.64029588199998
2020,269,9.64,1.28,0200065,51.86824597700007,-176.64029588199998
2020,270,8.6,4,0200065,51.86824597700007,-176.64029588199998
2020,271,6.21,6.11,0200065,51.86824597700007,-176.64029588199998
2020,272,7.03,2.74,0200065,51.86824597700007,-176.64029588199998
2020,273,7.26,3.16,0200065,51.86824597700007,-176.64029588199998
2020,274,4.58,4.58,0200065,51.86824597700007,-176.64029588199998
2020,275,5.26,4.63,0200065,51.86824597700007,-176.64029588199998
2020,276,5.38,-0.68,0200065,51.86824597700007,-176.64029588199998
2020,277,6.73,0.08,0200065,51.86824597700007,-176.64029588199998
2020,278,5.79,5.36,0200065,51.86824597700007,-176.64029588199998
2020,279,8.3,1.61,0200065,51.86824597700007,-176.64029588199998
2020,280,12.6,2.56,0200065,51.86824597700007,-176.64029588199998
2020,281,10.95,9.15,0200065,51.86824597700007,-176.64029588199998
2020,282,8.08,7.46,0200065,51.86824597700007,-176.64029588199998
2020,283,6.17,0.73,0200065,51.86824597700007,-176.64029588199998
2020,284,7.97,-1.99,0200065,51.86824597700007,-176.64029588199998
2020,285,7.07,4.1,0200065,51.86824597700007,-176.64029588199998
2020,286,9.63,7.91,0200065,51.86824597700007,-176.64029588199998
2020,287,7.84,7.84,0200065,51.86824597700007,-176.64029588199998
2020,288,9.72,3.94,0200065,51.86824597700007,-176.64029588199998
2020,289,9.84,5.23,0200065,51.86824597700007,-176.64029588199998
2020,290,8.55,5.43,0200065,51.86824597700007,-176.64029588199998
2020,291,10.65,6.42,0200065,51.86824597700007,-176.64029588199998
2020,292,7.84,2.47,0200065,51.86824597700007,-176.64029588199998
2020,293,8.39,3.1,0200065,51.86824597700007,-176.64029588199998
2020,294,8.58,0.33,0200065,51.86824597700007,-176.64029588199998
2020,295,10.66,8.38,0200065,51.86824597700007,-176.64029588199998
2020,296,10.04,5.16,0200065,51.86824597700007,-176.64029588199998
2020,297,8.89,8.47,0200065,51.86824597700007,-176.64029588199998
2020,298,9.14,6.65,0200065,51.86824597700007,-176.64029588199998
2020,299,7.78,3.75,0200065,51.86824597700007,-176.64029588199998
2020,300,4.95,2,0200065,51.86824597700007,-176.64029588199998
2020,301,10.4,1.47,0200065,51.86824597700007,-176.64029588199998
2020,302,12.42,11.45,0200065,51.86824597700007,-176.64029588199998
2020,303,13.97,12.28,0200065,51.86824597700007,-176.64029588199998
2020,304,11.36,11.36,0200065,51.86824597700007,-176.64029588199998
2020,305,10.03,9.13,0200065,51.86824597700007,-176.64029588199998
2020,306,9.68,3.91,0200065,51.86824597700007,-176.64029588199998
2020,307,9.1,5.24,0200065,51.86824597700007,-176.64029588199998
2020,308,11.72,5.89,0200065,51.86824597700007,-176.64029588199998
2020,309,14.95,11.78,0200065,51.86824597700007,-176.64029588199998
2020,310,12.31,12.31,0200065,51.86824597700007,-176.64029588199998
2020,311,9.56,8.24,0200065,51.86824597700007,-176.64029588199998
2020,312,6.03,5.87,0200065,51.86824597700007,-176.64029588199998
2020,313,10.5,5.53,0200065,51.86824597700007,-176.64029588199998
2020,314,11.15,9.45,0200065,51.86824597700007,-176.64029588199998
2020,315,8.62,7.47,0200065,51.86824597700007,-176.64029588199998
2020,316,6.08,2.33,0200065,51.86824597700007,-176.64029588199998
2020,317,5.87,2.21,0200065,51.86824597700007,-176.64029588199998
2020,318,6.23,3.83,0200065,51.86824597700007,-176.64029588199998
2020,319,6.79,6.79,0200065,51.86824597700007,-176.64029588199998
2020,320,8.55,8.55,0200065,51.86824597700007,-176.64029588199998
2020,321,16.27,12,0200065,51.86824597700007,-176.64029588199998
2020,322,14.03,14.03,0200065,51.86824597700007,-176.64029588199998
2020,323,12.91,9.48,0200065,51.86824597700007,-176.64029588199998
2020,324,6.41,6.41,0200065,51.86824597700007,-176.64029588199998
2020,325,2.34,2.34,0200065,51.86824597700007,-176.64029588199998
2020,326,4.7,-5.36,0200065,51.86824597700007,-176.64029588199998
2020,327,3.24,-1.98,0200065,51.86824597700007,-176.64029588199998
2020,328,11.41,5.59,0200065,51.86824597700007,-176.64029588199998
2020,329,8.58,3.88,0200065,51.86824597700007,-176.64029588199998
2020,330,2.91,2.55,0200065,51.86824597700007,-176.64029588199998
2020,331,5.52,0.93,0200065,51.86824597700007,-176.64029588199998
2020,332,5.91,3.68,0200065,51.86824597700007,-176.64029588199998
2020,333,5.34,2.61,0200065,51.86824597700007,-176.64029588199998
2020,334,4.52,-0.48,0200065,51.86824597700007,-176.64029588199998
2020,335,4.54,4.54,0200065,51.86824597700007,-176.64029588199998
2020,336,2.03,-2.03,0200065,51.86824597700007,-176.64029588199998
2020,337,4.18,-5.97,0200065,51.86824597700007,-176.64029588199998
2020,338,8.8,0.92,0200065,51.86824597700007,-176.64029588199998
2020,339,10.48,10.48,0200065,51.86824597700007,-176.64029588199998
2020,340,10.32,10.32,0200065,51.86824597700007,-176.64029588199998
2020,341,4.07,4.07,0200065,51.86824597700007,-176.64029588199998
2020,342,5.19,2.65,0200065,51.86824597700007,-176.64029588199998
2020,343,6.21,6.21,0200065,51.86824597700007,-176.64029588199998
2020,344,9.02,7.82,0200065,51.86824597700007,-176.64029588199998
2020,345,16.09,8.67,0200065,51.86824597700007,-176.64029588199998
2020,346,11.92,11.92,0200065,51.86824597700007,-176.64029588199998
2020,347,6.22,6.22,0200065,51.86824597700007,-176.64029588199998
2020,348,6.65,-2.73,0200065,51.86824597700007,-176.64029588199998
2020,349,5.09,-4.19,0200065,51.86824597700007,-176.64029588199998
2020,350,8.41,1.69,0200065,51.86824597700007,-176.64029588199998
2020,351,8.66,6.01,0200065,51.86824597700007,-176.64029588199998
2020,352,12.59,8.97,0200065,51.86824597700007,-176.64029588199998
2020,353,13.3,10.8,0200065,51.86824597700007,-176.64029588199998
2020,354,13.3,10,0200065,51.86824597700007,-176.64029588199998
2020,355,16.7,3.41,0200065,51.86824597700007,-176.64029588199998
2020,356,8.28,8.28,0200065,51.86824597700007,-176.64029588199998
2020,357,1.6,1.6,0200065,51.86824597700007,-176.64029588199998
2020,358,1.95,-2.64,0200065,51.86824597700007,-176.64029588199998
2020,359,2.38,-2.04,0200065,51.86824597700007,-176.64029588199998
2020,360,3.6,-2.02,0200065,51.86824597700007,-176.64029588199998
2020,361,9.42,0.72,0200065,51.86824597700007,-176.64029588199998
2020,362,5.99,5.99,0200065,51.86824597700007,-176.64029588199998
2020,363,3.6,1.94,0200065,51.86824597700007,-176.64029588199998
2020,364,4.24,3.97,0200065,51.86824597700007,-176.64029588199998
2020,365,4.34,4.15,0200065,51.86824597700007,-176.64029588199998
2021,1,7.33,7.33,0200065,51.86824597700007,-176.64029588199998
2021,2,13.3,11.1,0200065,51.86824597700007,-176.64029588199998
2021,3,12.8,10.6,0200065,51.86824597700007,-176.64029588199998
2021,4,11.1,8.06,0200065,51.86824597700007,-176.64029588199998
2021,5,4.78,-0.48,0200065,51.86824597700007,-176.64029588199998
2021,6,0.66,-1.91,0200065,51.86824597700007,-176.64029588199998
2021,7,5.81,-8.98,0200065,51.86824597700007,-176.64029588199998
2021,8,10.26,-10.9,0200065,51.86824597700007,-176.64029588199998
2021,9,9.32,4.69,0200065,51.86824597700007,-176.64029588199998
2021,10,-3.42,-5.5,0200065,51.86824597700007,-176.64029588199998
2021,11,-1.67,-1.67,0200065,51.86824597700007,-176.64029588199998
2021,12,-1.37,-1.37,0200065,51.86824597700007,-176.64029588199998
2021,13,-2.67,-11.54,0200065,51.86824597700007,-176.64029588199998
2021,14,-3.55,-5.24,0200065,51.86824597700007,-176.64029588199998
2021,15,-0.78,-0.98,0200065,51.86824597700007,-176.64029588199998
2021,16,1.42,1.42,0200065,51.86824597700007,-176.64029588199998
2021,17,-0.38,-5.39,0200065,51.86824597700007,-176.64029588199998
2021,18,4.45,-8.44,0200065,51.86824597700007,-176.64029588199998
2021,19,7.73,7.73,0200065,51.86824597700007,-176.64029588199998
2021,20,4.71,3.43,0200065,51.86824597700007,-176.64029588199998
2021,21,2.71,-2.83,0200065,51.86824597700007,-176.64029588199998
2021,22,1.68,-0.02,0200065,51.86824597700007,-176.64029588199998
2021,23,3.62,2.27,0200065,51.86824597700007,-176.64029588199998
2021,24,9.05,9.05,0200065,51.86824597700007,-176.64029588199998
2021,25,10.68,5.48,0200065,51.86824597700007,-176.64029588199998
2021,26,14.94,1.33,0200065,51.86824597700007,-176.64029588199998
2021,27,11.68,11.68,0200065,51.86824597700007,-176.64029588199998
2021,28,10.41,10.41,0200065,51.86824597700007,-176.64029588199998
2021,29,7.98,7.19,0200065,51.86824597700007,-176.64029588199998
2021,30,15,10,0200065,51.86824597700007,-176.64029588199998
2021,31,16.1,12.8,0200065,51.86824597700007,-176.64029588199998
2021,32,15,13.9,0200065,51.86824597700007,-176.64029588199998
2021,33,11.66,11.66,0200065,51.86824597700007,-176.64029588199998
2021,34,10.68,10.68,0200065,51.86824597700007,-176.64029588199998
2021,35,10.74,10.74,0200065,51.86824597700007,-176.64029588199998
2021,36,8.82,8.82,0200065,51.86824597700007,-176.64029588199998
2021,37,9.33,9.33,0200065,51.86824597700007,-176.64029588199998
2021,38,13.81,13.3,0200065,51.86824597700007,-176.64029588199998
2021,39,17.04,11.8,0200065,51.86824597700007,-176.64029588199998
2021,40,14.75,12.8,0200065,51.86824597700007,-176.64029588199998
2021,41,14.94,14.4,0200065,51.86824597700007,-176.64029588199998
2021,42,8.21,8.21,0200065,51.86824597700007,-176.64029588199998
2021,43,6.87,4.46,0200065,51.86824597700007,-176.64029588199998
2021,44,8.82,8.82,0200065,51.86824597700007,-176.64029588199998
